
	Material	Material Description	SLoc	SL	Plnt	BUn	   Unrestricted	Transit/Transf.	        Blocked	 In Qual. Insp.	 Restricted-Use	        Returns	 Stk in Transit
	2120339	Hammer drill bit TE-YX 35/57	0001		8750	PC	             4	             0	             0	             0	             0	             0	             0
	2120420	Hammer drill bit TE-YX 37/37	0001		8750	PC	             2	             0	             0	             0	             0	             0	             0
	2120421	Hammer drill bit TE-YX 37/57	0001		8750	PC	            12	             0	             0	             0	             0	             0	             0
	2120427	Hammer drill bit TE-YX 40/57 1 9/1	0001		8750	PC	            18	             0	             0	             0	             0	             0	             0
	2120430	Hammer drill bit TE-YX 45/57 1 3/4	0001		3000	PC	             2	             0	             0	             0	             0	             0	             0
	2121122	Angle grinder AG 125-13S 220V	0001		8750	PC	            63	             0	             0	             0	             0	             0	             0
	2121127	Angle grinder AG 500-11S 120V	0001		3002	PC	             3	             0	             0	             0	             0	             0	             0
	2121127	Angle grinder AG 500-11S 120V	0001		3016	PC	             3	             0	             0	             0	             0	             0	             0
	2121127	Angle grinder AG 500-11S 120V	0001		3018	PC	             2	             0	             0	             0	             0	             0	             0
	2121386	Filter VC 20/40 dry	0001		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2121386	Filter VC 20/40 dry	0001		8750	PC	             5	             0	             0	             0	             0	             0	             0
	2121387	Filter VC 20/40/150 univ	0001		3000	PC	             3	             0	             0	             0	             0	             0	             0
	2121387	Filter VC 20/40/150 univ	0001		8662	PC	             3	             0	             0	             0	             0	             0	             0
	2121387	Filter VC 20/40/150 univ	0001		8750	PC	            29	             0	             0	             0	             0	             0	             0
	2121621	Battery GX120 kit	0001		3000	PC	             6	             0	             0	             0	             0	             0	             0
	2121621	Battery GX120 kit	0001		8750	PC	             7	             0	             0	             0	             0	             0	             0
	2122188	Rating plate TE 3-ML 120V	0002		3000	PC	             4	             0	             0	             0	             0	             0	             0
	2122216	Hammer drill bit TE-YX 24/32	0001		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2122218	Hammer drill bit TE-YX 24/52	0001		8750	PC	             2	             0	             0	             0	             0	             0	             0
	2122274	Hammer drill bit TE-YX 25/32	0001		3000	PC	             2	             0	             0	             0	             0	             0	             0
	2122274	Hammer drill bit TE-YX 25/32	0001		8750	PC	            35	             0	             0	             0	             0	             0	             0
	2122276	Hammer drill bit TE-YX 25/52	0001		8750	PC	            89	             0	             0	             0	             0	             0	             0
	2122277	Hammer drill bit TE-YX 25/52 MP4	0001		3000	PC	             4	             0	             0	             0	             0	             0	             0
	2122279	Hammer drill bit TE-YX 28/32	0001		3000	PC	             8	             0	             0	             0	             0	             0	             0
	2122279	Hammer drill bit TE-YX 28/32	0001		8750	PC	            11	             0	             0	             0	             0	             0	             0
	2122280	Hammer drill bit TE-YX 28/52	0001		8750	PC	            28	             0	             0	             0	             0	             0	             0
	2122282	Hammer drill bit TE-YX 30/37	0001		8750	PC	             5	             0	             0	             0	             0	             0	             0
	2122283	Hammer drill bit TE-YX 30/57	0001		8750	PC	            23	             0	             0	             0	             0	             0	             0
